id,category,question,best_structure,sample_answer_short,sample_answer_long,personalization_fields,follow_up_questions,red_flags_to_avoid
"IC-Behavioral-0073","Behavioral","Tell me about a time you faced improving reliability.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0074","Behavioral","Give a real example related to disagreement with mentor/TA.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0075","Behavioral","Describe when you improved process; focus on YOUR actions.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0076","Behavioral","Behavioral: when you simplified complexity—what happened?","STAR + PREP bridge","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR + PREP bridge: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0077","Behavioral","Tell me about a time you faced when you rescued integration.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0078","Behavioral","Give a real example related to when you coordinated remote work.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0079","Behavioral","Describe culture clash politely handled; focus on YOUR actions.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 7] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0080","Behavioral","Behavioral: when you apologized rightly—what happened?","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 8] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0081","Behavioral","Tell me about a time you faced when you delegated fairly.","STAR + PREP bridge","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 9] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR + PREP bridge: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0082","Behavioral","Give a real example related to when you defended quality.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0083","Behavioral","Describe when you sacrificed polish for deadline; focus on YOUR actions.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0084","Behavioral","Behavioral: when user needs changed suddenly—what happened?","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0085","Behavioral","Tell me about a time you faced when you misunderstood requirements.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0086","Behavioral","Give a real example related to when you overcame procrastination honestly.","STAR + PREP bridge","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR + PREP bridge: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0087","Behavioral","Describe when you overcame nerves to present; focus on YOUR actions.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0088","Behavioral","Behavioral: when budgets/tokens were scarce—what happened?","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 7] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0089","Behavioral","Tell me about a time you faced when data was noisy in project.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 8] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0090","Behavioral","Give a real example related to when security concern appeared.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 9] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0091","Behavioral","Describe when you improved documentation habits; focus on YOUR actions.","STAR + PREP bridge","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR + PREP bridge: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0092","Behavioral","Behavioral: when you negotiated scope—what happened?","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0093","Behavioral","Tell me about a time you faced when you volunteered for unpopular tasks.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0094","Behavioral","Give a real example related to when you rebuilt trust after mishap.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Behavioral-0095","Behavioral","Describe when KPI/metric ambiguous; focus on YOUR actions.","STAR","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0001","Project","Explain your project with emphasis on architecture overview.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0002","Project","Walk me through your contribution lanes in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0003","Project","Project deep dive: hardest debugging story.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0004","Project","Explain your project with emphasis on tech stack rationale.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0005","Project","Walk me through testing strategy truth in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0006","Project","Project deep dive: data handling + privacy humility.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0007","Project","Explain your project with emphasis on failure + recovery.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 7] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
